Test_Datapoint_Num, Original_Data_Index, Predicted_Attack_Type                , Prediction_Confidence, Ground_Truth_Attack                  , Is_True_Attack
              5012,               20122, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5013,               20123, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5014,               20124, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5015,               20125, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5016,               20126, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5017,               20127, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5018,               20128, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5019,               20129, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5020,               20130, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5021,               20131, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5022,               20132, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5023,               20133, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5024,               20134, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5025,               20135, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5026,               20136, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5027,               20137, Man-in-the-Middle (Data Manipulation), 99.50%               , Man-in-the-Middle (Data Manipulation),              1
              5028,               20138, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5029,               20139, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5030,               20140, Man-in-the-Middle (Data Manipulation), 98.00%               , Man-in-the-Middle (Data Manipulation),              1
              5031,               20141, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5032,               20142, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5033,               20143, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5034,               20144, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5035,               20145, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5036,               20146, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5037,               20147, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5038,               20148, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5039,               20149, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5040,               20150, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5041,               20151, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5042,               20152, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5043,               20153, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5044,               20154, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5045,               20155, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5046,               20156, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5047,               20157, Man-in-the-Middle (Data Manipulation), 97.60%               , Man-in-the-Middle (Data Manipulation),              1
              5048,               20158, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5049,               20159, Man-in-the-Middle (Data Manipulation), 98.00%               , Man-in-the-Middle (Data Manipulation),              1
              5050,               20160, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5051,               20161, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5052,               20162, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5053,               20163, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5054,               20164, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5055,               20165, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5056,               20166, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5057,               20167, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5058,               20168, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5059,               20169, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5060,               20170, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5061,               20171, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5062,               20172, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5063,               20173, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5064,               20174, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5065,               20175, Man-in-the-Middle (Data Manipulation), 98.80%               , Man-in-the-Middle (Data Manipulation),              1
              5066,               20176, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5067,               20177, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5068,               20178, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5069,               20179, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5070,               20180, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5071,               20181, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5072,               20182, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5073,               20183, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5074,               20184, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5075,               20185, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5076,               20186, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5077,               20187, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5078,               20188, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5079,               20189, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5080,               20190, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5081,               20191, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5082,               20192, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5083,               20193, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5084,               20194, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5085,               20195, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5086,               20196, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5087,               20197, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5088,               20198, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5089,               20199, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5090,               20200, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5091,               20201, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5092,               20202, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5093,               20203, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5094,               20204, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5095,               20205, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5096,               20206, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5097,               20207, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5098,               20208, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5099,               20209, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5100,               20210, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5101,               20211, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5102,               20212, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5103,               20213, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5104,               20214, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5105,               20215, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5106,               20216, Man-in-the-Middle (Data Manipulation), 99.00%               , Man-in-the-Middle (Data Manipulation),              1
              5107,               20217, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5108,               20218, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5109,               20219, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5110,               20220, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5111,               20221, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5112,               20222, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5113,               20223, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5114,               20224, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5115,               20225, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5116,               20226, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5117,               20227, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5118,               20228, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5119,               20229, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5120,               20230, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5121,               20231, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5122,               20232, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5123,               20233, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5124,               20234, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5125,               20235, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5126,               20236, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5127,               20237, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5128,               20238, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5129,               20239, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5130,               20240, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5131,               20241, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5132,               20242, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5133,               20243, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5134,               20244, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5135,               20245, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5136,               20246, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5137,               20247, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5138,               20248, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5139,               20249, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5140,               20250, Man-in-the-Middle (Data Manipulation), 99.50%               , Man-in-the-Middle (Data Manipulation),              1
              5141,               20251, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5142,               20252, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5143,               20253, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5144,               20254, Man-in-the-Middle (Data Manipulation), 99.00%               , Man-in-the-Middle (Data Manipulation),              1
              5145,               20255, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5146,               20256, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5147,               20257, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5148,               20258, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5149,               20259, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5150,               20260, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5151,               20261, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5152,               20262, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5153,               20263, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5154,               20264, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5155,               20265, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5156,               20266, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5157,               20267, Man-in-the-Middle (Data Manipulation), 98.00%               , Man-in-the-Middle (Data Manipulation),              1
              5158,               20268, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5159,               20269, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5160,               20270, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5161,               20271, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5162,               20272, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5163,               20273, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5164,               20274, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5165,               20275, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5166,               20276, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5167,               20277, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5168,               20278, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5169,               20279, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5170,               20280, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5171,               20281, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5172,               20282, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5173,               20283, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5174,               20284, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5175,               20285, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5176,               20286, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5177,               20287, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5178,               20288, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5179,               20289, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5180,               20290, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5181,               20291, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5182,               20292, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5183,               20293, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5184,               20294, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5185,               20295, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5186,               20296, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5187,               20297, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5188,               20298, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5189,               20299, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5190,               20300, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5191,               20301, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5192,               20302, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5193,               20303, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5194,               20304, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5195,               20305, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5196,               20306, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5197,               20307, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5198,               20308, Man-in-the-Middle (Data Manipulation), 98.00%               , Man-in-the-Middle (Data Manipulation),              1
              5199,               20309, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5200,               20310, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5201,               20311, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5202,               20312, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5203,               20313, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5204,               20314, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5205,               20315, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5206,               20316, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5207,               20317, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5208,               20318, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5209,               20319, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5210,               20320, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5211,               20321, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5212,               20322, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5213,               20323, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5214,               20324, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5215,               20325, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5216,               20326, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5217,               20327, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5218,               20328, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5219,               20329, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5220,               20330, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5221,               20331, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5222,               20332, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5223,               20333, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5224,               20334, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5225,               20335, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5226,               20336, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5227,               20337, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5228,               20338, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5229,               20339, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5230,               20340, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5231,               20341, Man-in-the-Middle (Data Manipulation), 98.60%               , Man-in-the-Middle (Data Manipulation),              1
              5232,               20342, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5233,               20343, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5234,               20344, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5235,               20345, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5236,               20346, Man-in-the-Middle (Data Manipulation), 98.83%               , Man-in-the-Middle (Data Manipulation),              1
              5237,               20347, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5238,               20348, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5239,               20349, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5240,               20350, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5241,               20351, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5242,               20352, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5243,               20353, Man-in-the-Middle (Data Manipulation), 98.67%               , Man-in-the-Middle (Data Manipulation),              1
              5244,               20354, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5245,               20355, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5246,               20356, Man-in-the-Middle (Data Manipulation), 99.00%               , Man-in-the-Middle (Data Manipulation),              1
              5247,               20357, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5248,               20358, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5249,               20359, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5250,               20360, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5251,               20361, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5252,               20362, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5253,               20363, Man-in-the-Middle (Data Manipulation), 99.50%               , Man-in-the-Middle (Data Manipulation),              1
              5254,               20364, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5255,               20365, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5256,               20366, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5257,               20367, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5258,               20368, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
              5259,               20369, Man-in-the-Middle (Data Manipulation), 100.00%              , Man-in-the-Middle (Data Manipulation),              1
